push_x,push_y,push_ori,rot,trans_x,trans_y,delta_x,delta_y,delta_r
-0.23125000298023224,-0.18125000596046448,0.0,-4.440892098500626e-16,-0.19318516525781368,-0.05176380902050416,-0.17743177339434624,-0.07940672151744366,-6.341375690204541
-0.23125000298023224,-0.18125000596046448,0.0,-0.2617993877991498,-0.19318516525781368,-0.05176380902050416,-0.16694424860179424,-0.0887652961537242,-9.579952341912623
-0.23125000298023224,-0.18125000596046448,0.0,-0.5235987755982991,-0.19318516525781368,-0.05176380902050416,-0.1639240626245737,-0.1001268271356821,-11.347288799304303
-0.23125000298023224,-0.18125000596046448,0.0,-4.440892098500626e-16,-0.17320508075688773,-0.10000000000000003,-0.17065268196165562,-0.10189057514071465,-1.2284007614557564
-0.23125000298023224,-0.18125000596046448,0.0,-0.2617993877991498,-0.17320508075688773,-0.10000000000000003,-0.16062723100185394,-0.11670952010899782,-4.3623213148682884
-0.23125000298023224,-0.18125000596046448,0.0,0.2617993877991489,-0.17320508075688773,-0.10000000000000003,-0.1796969175338745,-0.1030577514320612,1.352428376415023
-0.23125000298023224,-0.18125000596046448,0.0,-4.440892098500626e-16,-0.14142135623730953,-0.1414213562373095,-0.15109896659851074,-0.12461360171437263,3.202670040904468
-0.23125000298023224,-0.18125000596046448,0.0,0.2617993877991489,-0.14142135623730953,-0.1414213562373095,-0.1642321441322565,-0.117938082665205,6.530977607064694
-0.23125000298023224,-0.18125000596046448,0.0,-0.2617993877991498,-0.14142135623730953,-0.1414213562373095,-0.1468636840581894,-0.13426088308915496,1.4256987029483366
-0.23125000298023224,-0.18125000596046448,0.0,0.2617993877991489,-0.10000000000000007,-0.17320508075688767,-0.13759653083980083,-0.13147526478860527,11.078641033475987
-0.23125000298023224,-0.18125000596046448,0.0,-4.440892098500626e-16,-0.10000000000000007,-0.17320508075688767,-0.12749946117401123,-0.13768493430688977,8.278567740816952
-0.23125000298023224,-0.18125000596046448,0.0,0.5235987755982983,-0.10000000000000007,-0.17320508075688767,-0.1450533401221037,-0.13628169894218445,13.416846150288931
-0.23125000298023224,-0.18125000596046448,0.0,0.2617993877991489,-0.051763809020504134,-0.19318516525781368,-0.10691290348768234,-0.13371454924345016,15.536775124799492
-0.23125000298023224,-0.18125000596046448,0.0,0.5235987755982983,-0.051763809020504134,-0.19318516525781368,-0.11830101162195206,-0.13351373095065355,18.537689312451647
-0.23125000298023224,-0.18125000596046448,0.0,-4.440892098500626e-16,-0.051763809020504134,-0.19318516525781368,-0.09881641715765,-0.14157456159591675,13.195857068673416
-0.23125000298023224,-0.18125000596046448,0.0,0.2617993877991489,-3.6739403974420595e-17,-0.2,-0.06771735846996307,-0.12952416483312845,18.95319598758472
-0.23125000298023224,-0.18125000596046448,0.0,0.5235987755982983,-3.6739403974420595e-17,-0.2,-0.08056871220469475,-0.12665383704006672,22.42123119846031
-0.23125000298023224,-0.18125000596046448,0.0,-4.440892098500626e-16,-3.6739403974420595e-17,-0.2,-0.06498858705163002,-0.13555731996893883,17.612742991363866
-0.23125000298023224,-0.18125000596046448,0.0,0.5235987755982983,0.05176380902050407,-0.1931851652578137,-0.04221474379301071,-0.11081258207559586,25.041577857086406
-0.23125000298023224,-0.18125000596046448,0.0,0.2617993877991489,0.05176380902050407,-0.1931851652578137,-0.031565312296152115,-0.1128154881298542,22.051507558939083
-0.23125000298023224,-0.18125000596046448,0.0,0.7853981633974474,0.05176380902050407,-0.1931851652578137,-0.047964658588171005,-0.11782069317996502,27.003289162994427
-0.23125000298023224,-0.18125000596046448,0.0,0.5235987755982983,0.10000000000000003,-0.17320508075688773,0.0035693123936653137,-0.08895252086222172,25.623920253405284
-0.23125000298023224,-0.18125000596046448,0.0,0.2617993877991489,0.10000000000000003,-0.17320508075688773,0.01020444929599762,-0.08958602230995893,23.631770324223595
-0.23125000298023224,-0.18125000596046448,0.0,0.7853981633974474,0.10000000000000003,-0.17320508075688773,-0.006694898009300232,-0.09428248554468155,28.057551580063045
-0.23125000298023224,-0.18125000596046448,0.0,0.5235987755982983,0.14142135623730948,-0.14142135623730953,0.029503844678401947,-0.07680355617776513,23.396661841761066
-0.23125000298023224,-0.18125000596046448,0.0,0.2617993877991489,0.14142135623730948,-0.14142135623730953,0.034986525774002075,-0.07640634896233678,22.237965052984368
-0.23125000298023224,-0.18125000596046448,0.0,0.7853981633974474,0.14142135623730948,-0.14142135623730953,0.024112649261951447,-0.08100104797631502,25.779038220709463
-0.23125000298023224,-0.18125000596046448,0.0,0.5235987755982983,0.17320508075688767,-0.10000000000000007,0.04748448356986046,-0.0649521560408175,19.668090474489144
-0.23125000298023224,-0.18125000596046448,0.0,0.2617993877991489,0.17320508075688767,-0.10000000000000007,0.048635248094797134,-0.06456794679979794,19.095578307880153
-0.23125000298023224,-0.18125000596046448,0.0,0.7853981633974474,0.17320508075688767,-0.10000000000000007,0.044579191133379936,-0.06878260895609856,21.694849839522256
-0.23125000298023224,-0.18125000596046448,0.0,0.5235987755982983,0.19318516525781368,-0.05176380902050414,0.056333279237151146,-0.04920659400522709,14.58409275263164
-0.23125000298023224,-0.18125000596046448,0.0,0.2617993877991489,0.19318516525781368,-0.05176380902050414,0.05690240301191807,-0.04658418893814087,15.482060922816721
-0.23125000298023224,-0.18125000596046448,0.0,0.7853981633974474,0.19318516525781368,-0.05176380902050414,0.056570254266262054,-0.05417024623602629,16.09452226692074
0.0,-0.18125000596046448,0.0,-0.5235987755982991,-0.19318516525781368,-0.05176380902050416,-0.10411236062645912,-0.07091984804719687,-25.821815949471723
0.0,-0.18125000596046448,0.0,-0.2617993877991498,-0.19318516525781368,-0.05176380902050416,-0.11187807843089104,-0.06549446191638708,-23.90036058681134
0.0,-0.18125000596046448,0.0,-0.7853981633974485,-0.19318516525781368,-0.05176380902050416,-0.09809706825762987,-0.0900476686656475,-29.91087788386252
0.0,-0.18125000596046448,0.0,-0.5235987755982991,-0.17320508075688773,-0.10000000000000003,-0.09580444358289242,-0.10951040871441364,-25.99154034090692
0.0,-0.18125000596046448,0.0,-0.2617993877991498,-0.17320508075688773,-0.10000000000000003,-0.10372746177017689,-0.09617423545569181,-21.923074975233416
0.0,-0.18125000596046448,0.0,-0.7853981633974485,-0.17320508075688773,-0.10000000000000003,-0.08296756632626057,-0.12470855936408043,-30.649961243216246
0.0,-0.18125000596046448,0.0,-0.2617993877991498,-0.14142135623730953,-0.1414213562373095,-0.08870674669742584,-0.13959906622767448,-17.254447118149685
