push_x,push_y,push_ori,rot,trans_x,trans_y,deformation,result_points,delta_p,delta_r
-0.23125000298023224,-0.18125000596046448,0.0,0.2617993877991489,0.05176380902050407,-0.1931851652578137,0.04070520596670105,"[[-0.2401643693447113, -0.3907167613506317], [0.3047974407672882, -0.16456852853298187], [0.1717347949743271, 0.1610938459634781], [-0.36262911558151245, -0.05707050859928131]]",[-0.03156531 -0.11281549],22.051507558939083
-0.23125000298023224,-0.18125000596046448,0.0,0.7853981633974474,0.05176380902050407,-0.1931851652578137,0.10818105216115634,"[[-0.223988339304924, -0.418734610080719], [0.2898813784122467, -0.14266954362392426], [0.13073089718818665, 0.17283447086811066], [-0.38848257064819336, -0.08271308988332748]]",[-0.04796466 -0.11782069],27.003289162994427
-0.23125000298023224,-0.18125000596046448,0.0,0.5235987755982983,0.10000000000000003,-0.17320508075688773,0.02729420317378457,"[[-0.18568460643291473, -0.38581061363220215], [0.3433157205581665, -0.12206178158521652], [0.18914778530597687, 0.20090597867965698], [-0.3325016498565674, -0.04884366691112518]]",[ 0.00356931 -0.08895252],25.623920253405284
-0.23125000298023224,-0.18125000596046448,0.0,0.2617993877991489,0.10000000000000003,-0.17320508075688773,0.0497036391980514,"[[-0.19192850589752197, -0.3707367777824402], [0.3505399525165558, -0.13392196595668793], [0.20480644702911377, 0.19140709936618805], [-0.3226000964641571, -0.045092444866895676]]",[ 0.01020445 -0.08958602],23.631770324223595
-0.23125000298023224,-0.18125000596046448,0.0,0.7853981633974474,0.10000000000000003,-0.17320508075688773,0.10009489033926182,"[[-0.17575223743915558, -0.3987538814544678], [0.33101606369018555, -0.11509160697460175], [0.16793979704380035, 0.20251339673995972], [-0.34998321533203125, -0.0657978504896164]]",[-0.0066949  -0.09428249],28.057551580063045
-0.23125000298023224,-0.18125000596046448,0.0,0.5235987755982983,0.14142135623730948,-0.14142135623730953,0.028188093255185107,"[[-0.14426296949386597, -0.35402655601501465], [0.3394003212451935, -0.13324837386608124], [0.22803843021392822, 0.20469775795936584], [-0.30516040325164795, -0.024637052789330482]]",[ 0.02950384 -0.07680356],23.396661841761066
-0.23125000298023224,-0.18125000596046448,0.0,0.2617993877991489,0.14142135623730948,-0.14142135623730953,0.062201575654410125,"[[-0.15050679445266724, -0.3389529883861542], [0.34659555554389954, -0.13784585893154144], [0.23759469389915466, 0.19919049739837646], [-0.29373735189437866, -0.02801704593002796]]",[ 0.03498653 -0.07640635],22.237965052984368
-0.23125000298023224,-0.18125000596046448,0.0,0.7853981633974474,0.14142135623730948,-0.14142135623730953,0.0923895421568354,"[[-0.1343308538198471, -0.36697056889533997], [0.3355627655982971, -0.1250005066394806], [0.21185706555843353, 0.20800888538360596], [-0.31663838028907776, -0.040042001754045486]]",[ 0.02411265 -0.08100105],25.779038220709463
-0.23125000298023224,-0.18125000596046448,0.0,0.5235987755982983,0.17320508075688767,-0.10000000000000007,0.048792761633377014,"[[-0.11247937381267548, -0.31260550022125244], [0.3293584883213043, -0.15228797495365143], [0.25882071256637573, 0.19732767343521118], [-0.28576189279556274, 0.007757177576422691]]",[ 0.04748448 -0.06495216],19.668090474489144
-0.23125000298023224,-0.18125000596046448,0.0,0.2617993877991489,0.17320508075688767,-0.10000000000000007,0.08203661303558486,"[[-0.11872316896915436, -0.2975316643714905], [0.33114388585090637, -0.15475299954414368], [0.26033276319503784, 0.19468967616558075], [-0.2782124876976013, -0.0006767994491383433]]",[ 0.04863525 -0.06456795],19.095578307880153
-0.23125000298023224,-0.18125000596046448,0.0,0.7853981633974474,0.17320508075688767,-0.10000000000000007,0.09701919759840544,"[[-0.10254689306020737, -0.3255491256713867], [0.3260652422904968, -0.14671970903873444], [0.24883566796779633, 0.20166511833667755], [-0.29403725266456604, -0.0045267194509506226]]",[ 0.04457919 -0.06878261],21.694849839522256
-0.23125000298023224,-0.18125000596046448,0.0,0.5235987755982983,0.19318516525781368,-0.05176380902050414,0.07699162996208743,"[[-0.0924992635846138, -0.2643691897392273], [0.30922532081604004, -0.16979677975177765], [0.28314223885536194, 0.18590715527534485], [-0.2745351791381836, 0.05143243819475174]]",[ 0.05633328 -0.04920659],14.58409275263164
-0.23125000298023224,-0.18125000596046448,0.0,0.2617993877991489,0.19318516525781368,-0.05176380902050414,0.10048402348976918,"[[-0.09874289482831955, -0.24929536879062653], [0.3194350600242615, -0.16170841455459595], [0.2784779667854309, 0.1910213679075241], [-0.27156051993370056, 0.03364565968513489]]",[ 0.0569024  -0.04658419],15.482060922816721
-0.23125000298023224,-0.18125000596046448,0.0,0.7853981633974474,0.19318516525781368,-0.05176380902050414,0.11523976525911575,"[[-0.08256697654724121, -0.27731332182884216], [0.30263763666152954, -0.16626691818237305], [0.28037095069885254, 0.18721407651901245], [-0.27416059374809265, 0.03968517854809761]]",[ 0.05657025 -0.05417025],16.09452226692074
0.0,-0.18125000596046448,0.0,-0.5235987755982991,-0.19318516525781368,-0.05176380902050416,0.0200246901091032,"[[-0.43495407700538635, -0.1120765432715416], [0.0659279078245163, -0.3477649390697479], [0.2265280783176422, -0.03208405151963234], [-0.27395135164260864, 0.2082461416721344]]",[-0.10411236 -0.07091985],-25.821815949471723
0.0,-0.18125000596046448,0.0,-0.2617993877991498,-0.19318516525781368,-0.05176380902050416,0.04361323987023305,"[[-0.4426824152469635, -0.11732735484838486], [0.0673874020576477, -0.335778146982193], [0.20774178206920624, -0.010873857885599136], [-0.2799590826034546, 0.20200151205062866]]",[-0.11187808 -0.06549446],-23.90036058681134
0.0,-0.18125000596046448,0.0,-0.7853981633974485,-0.19318516525781368,-0.05176380902050416,0.05884518653127788,"[[-0.4253317415714264, -0.1094287633895874], [0.05022428557276726, -0.37872999906539917], [0.24272745847702026, -0.08171877264976501], [-0.2600082755088806, 0.20968686044216156]]",[-0.09809707 -0.09004767],-29.91087788386252
0.0,-0.18125000596046448,0.0,-0.5235987755982991,-0.17320508075688773,-0.10000000000000003,0.022669788261910403,"[[-0.43533411622047424, -0.14253559708595276], [0.08791659027338028, -0.39527684450149536], [0.24059975147247314, -0.07709584385156631], [-0.27639999985694885, 0.17686665058135986]]",[-0.09580444 -0.10951041],-25.99154034090692
0.0,-0.18125000596046448,0.0,-0.2617993877991498,-0.17320508075688773,-0.10000000000000003,0.026852038585108158,"[[-0.4419079124927521, -0.15334062278270721], [0.09901263564825058, -0.36628490686416626], [0.21331381797790527, -0.03296477720141411], [-0.28532838821411133, 0.16789336502552032]]",[-0.10372746 -0.09617424],-21.923074975233416
0.0,-0.18125000596046448,0.0,-0.7853981633974485,-0.17320508075688773,-0.10000000000000003,0.06494387270189841,"[[-0.42374274134635925, -0.1300242394208908], [0.07626601308584213, -0.4277547299861908], [0.2578485310077667, -0.1187104731798172], [-0.24224206805229187, 0.1776552051305771]]",[-0.08296757 -0.12470856],-30.649961243216246
0.0,-0.18125000596046448,0.0,-0.2617993877991498,-0.14142135623730953,-0.1414213562373095,0.011155002400026485,"[[-0.4224902093410492, -0.22409753501415253], [0.13655638694763184, -0.39703604578971863], [0.24153029918670654, -0.05326949059963226], [-0.31042346358299255, 0.11600680649280548]]",[-0.08870675 -0.13959907],-17.254447118149685
0.0,-0.18125000596046448,0.0,-0.5235987755982991,-0.14142135623730953,-0.1414213562373095,0.03286090888262433,"[[-0.409567266702652, -0.19510623812675476], [0.12440219521522522, -0.42618900537490845], [0.2662728428840637, -0.09948127716779709], [-0.26469653844833374, 0.13159996271133423]]",[-0.07089719 -0.14729414],-23.52411270364807
0.0,-0.18125000596046448,0.0,-4.440892098500626e-16,-0.14142135623730953,-0.1414213562373095,0.0585753904507694,"[[-0.4249923825263977, -0.23887653648853302], [0.13613465428352356, -0.3790302872657776], [0.21425829827785492, -0.027990931645035744], [-0.3156481385231018, 0.10006985813379288]]",[-0.09756189 -0.13645697],-14.202489645367724
0.0,-0.18125000596046448,0.0,-0.2617993877991498,-0.10000000000000007,-0.17320508075688767,0.012918399807388074,"[[-0.3847510814666748, -0.2725445628166199], [0.1848054677248001, -0.4110568165779114], [0.26446324586868286, -0.061404552310705185], [-0.2957542836666107, 0.07214866578578949]]",[-0.05780916 -0.16821432],-13.570794755987773
0.0,-0.18125000596046448,0.0,-4.440892098500626e-16,-0.10000000000000007,-0.17320508075688767,0.03263826667996627,"[[-0.39116498827934265, -0.3056839406490326], [0.1862936168909073, -0.3833494484424591], [0.23248231410980225, -0.027277445420622826], [-0.33751681447029114, 0.04780696704983711]]",[-0.07747647 -0.16712597],-7.700339774943579
0.0,-0.18125000596046448,0.0,-0.5235987755982991,-0.10000000000000007,-0.17320508075688767,0.04612077752146521,"[[-0.3751051425933838, -0.24640972912311554], [0.17276307940483093, -0.4497759938240051], [0.294357568025589, -0.11238007247447968], [-0.2487439066171646, 0.08560435473918915]]",[-0.0391821  -0.18074036],-20.232715195124996
0.0,-0.18125000596046448,0.0,-4.440892098500626e-16,-0.051763809020504134,-0.19318516525781368,0.020919980841167904,"[[-0.34610649943351746, -0.3315132260322571], [0.23870742321014404, -0.3591291904449463], [0.23923556506633759, -0.004468479659408331], [-0.2982933819293976, 0.023396793752908707]]",[-0.04161422 -0.16792853],-3.1293896714864817
0.0,-0.18125000596046448,0.0,-0.2617993877991498,-0.051763809020504134,-0.19318516525781368,0.02516620237842189,"[[-0.34216248989105225, -0.31270846724510193], [0.23430727422237396, -0.41163405776023865], [0.2963355779647827, -0.06151697412133217], [-0.27541813254356384, 0.03916242718696594]]",[-0.02173444 -0.18667427],-10.007644392868311
0.0,-0.18125000596046448,0.0,0.2617993877991489,-0.051763809020504134,-0.19318516525781368,0.05744040877982828,"[[-0.3461112082004547, -0.37033218145370483], [0.2325240671634674, -0.3479326069355011], [0.21460852026939392, 0.006759345065802336], [-0.3364311456680298, -0.012480748817324638]]",[-0.05885244 -0.18099655],1.7058043191985481
0.0,-0.18125000596046448,0.0,-4.440892098500626e-16,-3.6739403974420595e-17,-0.2,0.018235818282713537,"[[-0.2957388460636139, -0.35965749621391296], [0.2928377091884613, -0.35292285680770874], [0.2689368724822998, 0.004700676538050175], [-0.27745121717453003, -0.0016107503324747086]]",[-0.00285387 -0.17737261],0.6000575745085407
0.0,-0.18125000596046448,0.0,0.2617993877991489,-3.6739403974420595e-17,-0.2,0.038755287898639613,"[[-0.2927241027355194, -0.3892621099948883], [0.2880403995513916, -0.32161059975624084], [0.22594285011291504, 0.03169867768883705], [-0.30460643768310547, -0.031691018491983414]]",[-0.02083682 -0.17771626],6.503750164866828
0.0,-0.18125000596046448,0.0,-0.2617993877991498,-3.6739403974420595e-17,-0.2,0.04374776494811413,"[[-0.2918860614299774, -0.33150407671928406], [0.2917483150959015, -0.3899689316749573], [0.30510732531547546, -0.03196507319808006], [-0.23899808526039124, 0.02301306463778019]]",[ 0.01649287 -0.18260625],-5.623172094028339
0.0,-0.18125000596046448,0.0,0.2617993877991489,0.05176380902050407,-0.1931851652578137,0.0185824201109152,"[[-0.2352500557899475, -0.41798293590545654], [0.3348638415336609, -0.2997701168060303], [0.2627181112766266, 0.04883890226483345], [-0.3036719262599945, -0.06944142282009125]]",[ 0.01466499 -0.18458889],11.65757199180641
0.0,-0.18125000596046448,0.0,-4.440892098500626e-16,0.05176380902050407,-0.1931851652578137,0.0207991097252035,"[[-0.24228809773921967, -0.382335364818573], [0.34296053647994995, -0.33864113688468933], [0.31189268827438354, 0.017826687544584274], [-0.26316115260124207, -0.024709999561309814]]",[ 0.03735099 -0.18196495],4.2255189494806515
0.0,-0.18125000596046448,0.0,0.5235987755982983,0.05176380902050407,-0.1931851652578137,0.05622469300568689,"[[-0.22646401822566986, -0.45852476358413696], [0.3265073001384735, -0.28275445103645325], [0.22278624773025513, 0.060731902718544006], [-0.33075204491615295, -0.11607521772384644]]",[-0.00198063 -0.19915563],17.452458139395407
0.0,-0.18125000596046448,0.0,0.2617993877991489,0.10000000000000003,-0.17320508075688773,0.012062144896263102,"[[-0.18496514856815338, -0.41600221395492554], [0.378768652677536, -0.2601897716522217], [0.2834455668926239, 0.0821528434753418], [-0.27229079604148865, -0.06896239519119263]]",[ 0.05123957 -0.16575038],15.196859187670038
0.0,-0.18125000596046448,0.0,0.5235987755982983,0.10000000000000003,-0.17320508075688773,0.03696478810510286,"[[-0.17259545624256134, -0.45597192645072937], [0.36587080359458923, -0.23318637907505035], [0.23243726789951324, 0.09861575067043304], [-0.30325499176979065, -0.12314992398023605]]",[ 0.03061441 -0.17842312],22.259598828149944
0.0,-0.18125000596046448,0.0,-4.440892098500626e-16,0.10000000000000003,-0.17320508075688773,0.0394211291841478,"[[-0.18751534819602966, -0.38888707756996155], [0.38872769474983215, -0.3006226718425751], [0.3294403851032257, 0.05295475199818611], [-0.24114792048931122, -0.037850454449653625]]",[ 0.0723762  -0.16860136],8.93784845216322
0.0,-0.18125000596046448,0.0,0.2617993877991489,0.14142135623730948,-0.14142135623730953,0.017716317087491638,"[[-0.13769860565662384, -0.40364038944244385], [0.41691023111343384, -0.21348126232624054], [0.2960743308067322, 0.12437199801206589], [-0.24848781526088715, -0.0630079135298729]]",[ 0.08169954 -0.13893939],18.92685932055665
0.0,-0.18125000596046448,0.0,0.5235987755982983,0.14142135623730948,-0.14142135623730953,0.02264509107468917,"[[-0.12433860450983047, -0.4385797679424286], [0.4019758105278015, -0.17957933247089386], [0.2414102852344513, 0.1413264125585556], [-0.2757806181907654, -0.11553783714771271]]",[ 0.06081672 -0.14809263],26.1810015394898
0.0,-0.18125000596046448,0.0,-4.440892098500626e-16,0.14142135623730948,-0.14142135623730953,0.05963220791982605,"[[-0.1352246254682541, -0.38779228925704956], [0.4222826063632965, -0.24705399572849274], [0.3348161280155182, 0.09846934676170349], [-0.22279034554958344, -0.04171345382928848]]",[ 0.09977094 -0.1445226 ],14.157102271862152
0.0,-0.18125000596046448,0.0,0.5235987755982983,0.17320508075688767,-0.10000000000000007,0.017338008012865187,"[[-0.0898723304271698, -0.4019232988357544], [0.42649105191230774, -0.1311912089586258], [0.2615571618080139, 0.1822548508644104], [-0.2509382963180542, -0.08278068900108337]]",[ 0.0868094  -0.10841009],27.440927684989042
0.0,-0.18125000596046448,0.0,0.2617993877991489,0.17320508075688767,-0.10000000000000007,0.02935457527371627,"[[-0.10238562524318695, -0.36912769079208374], [0.4405518174171448, -0.15215538442134857], [0.28433144092559814, 0.17043709754943848], [-0.2213459014892578, -0.03371472656726837]]",[ 0.10028793 -0.09614018],22.108407018997145
0.0,-0.18125000596046448,0.0,0.7853981633974474,0.17320508075688767,-0.10000000000000007,0.06052486205292429,"[[-0.07534454762935638, -0.4304766058921814], [0.421442449092865, -0.12665171921253204], [0.2332228124141693, 0.17586523294448853], [-0.26025503873825073, -0.12556502223014832]]",[ 0.07976642 -0.12670703],31.46863509422871
0.0,-0.18125000596046448,0.0,0.5235987755982983,0.19318516525781368,-0.05176380902050414,0.017322913926164557,"[[-0.06722599267959595, -0.36139151453971863], [0.42665088176727295, -0.11127425730228424], [0.2671826183795929, 0.2074022740125656], [-0.23155559599399567, -0.04512153938412666]]",[ 0.09876298 -0.07759626],26.90290166795053
0.0,-0.18125000596046448,0.0,0.2617993877991489,0.19318516525781368,-0.05176380902050414,0.04253174699277988,"[[-0.0729067325592041, -0.34213370084762573], [0.4315433204174042, -0.12354303896427155], [0.29948335886001587, 0.20356181263923645], [-0.21350209414958954, -0.014390096999704838]]",[ 0.11115446 -0.06912626],23.04767426314066
0.0,-0.18125000596046448,0.0,0.7853981633974474,0.19318516525781368,-0.05176380902050414,0.055954820699291925,"[[-0.052154455333948135, -0.3871638774871826], [0.42082834243774414, -0.1088704764842987], [0.2546558976173401, 0.2076941728591919], [-0.2418750822544098, -0.08596683293581009]]",[ 0.09536368 -0.09357675],30.37197888692031
0.20624999701976776,-0.18125000596046448,0.0,-0.5235987755982991,-0.19318516525781368,-0.05176380902050416,0.06661220145587088,"[[-0.3166016638278961, -0.16227887570858002], [0.08243336528539658, -0.260836660861969], [0.2673080861568451, 0.031665436923503876], [-0.2844102084636688, 0.19501249492168427]]",[-0.06281761 -0.0491094 ],-16.321378959691675
0.20624999701976776,-0.18125000596046448,0.0,-0.2617993877991498,-0.19318516525781368,-0.05176380902050416,0.0951768179220562,"[[-0.3245876133441925, -0.1589990109205246], [0.09051862359046936, -0.2430599480867386], [0.26845747232437134, 0.019111454486846924], [-0.2807585895061493, 0.19644953310489655]]",[-0.06159253 -0.04662449],-16.486814854014654
0.20624999701976776,-0.18125000596046448,0.0,-0.7853981633974485,-0.19318516525781368,-0.05176380902050416,0.1052300105235281,"[[-0.3251083791255951, -0.15211975574493408], [0.0742187574505806, -0.2732667326927185], [0.27683624625205994, 0.022907545790076256], [-0.27777665853500366, 0.20295210182666779]]",[-0.06295751 -0.04988171],-18.56630804897889
0.20624999701976776,-0.18125000596046448,0.0,-0.5235987755982991,-0.17320508075688773,-0.10000000000000003,0.041837438061022525,"[[-0.33458781242370605, -0.15121062099933624], [0.10468662530183792, -0.30968254804611206], [0.2821180820465088, -0.003946773242205381], [-0.2639976441860199, 0.19999679923057556]]",[-0.05294519 -0.06621079],-20.33605843248262
0.20624999701976776,-0.18125000596046448,0.0,-0.2617993877991498,-0.17320508075688773,-0.10000000000000003,0.07647761703069246,"[[-0.34877604246139526, -0.14625422656536102], [0.11437161266803741, -0.29439985752105713], [0.2793649733066559, -0.013748668134212494], [-0.2597004175186157, 0.20132118463516235]]",[-0.05368497 -0.06327039],-20.51155016063152
0.20624999701976776,-0.18125000596046448,0.0,-0.7853981633974485,-0.17320508075688773,-0.10000000000000003,0.08867000202107493,"[[-0.340141624212265, -0.13478778302669525], [0.09699354320764542, -0.32214611768722534], [0.2884593605995178, -0.02190459705889225], [-0.2471473217010498, 0.21217896044254303]]",[-0.05045901 -0.06666488],-23.51256181120305
0.20624999701976776,-0.18125000596046448,0.0,-0.5235987755982991,-0.14142135623730953,-0.1414213562373095,0.02293715055875753,"[[-0.349720299243927, -0.13031862676143646], [0.13598451018333435, -0.3512117266654968], [0.3035777807235718, -0.04066404700279236], [-0.22155579924583435, 0.20244666934013367]]",[-0.03292845 -0.07993693],-24.665975139463004
0.20624999701976776,-0.18125000596046448,0.0,-0.2617993877991498,-0.14142135623730953,-0.1414213562373095,0.061093583391990974,"[[-0.35622161626815796, -0.13753971457481384], [0.14098674058914185, -0.3384082019329071], [0.29738038778305054, -0.03695936128497124], [-0.23308472335338593, 0.19768333435058594]]",[-0.0377348  -0.07880599],-23.1709133437091
0.20624999701976776,-0.18125000596046448,0.0,-0.7853981633974485,-0.14142135623730953,-0.1414213562373095,0.08571663004920273,"[[-0.3456652760505676, -0.11873061954975128], [0.12985660135746002, -0.36272838711738586], [0.31024548411369324, -0.05616922676563263], [-0.2096235305070877, 0.21428929269313812]]",[-0.02879668 -0.08083474],-27.04771707008517
0.20624999701976776,-0.18125000596046448,0.0,-0.5235987755982991,-0.10000000000000007,-0.17320508075688767,0.024629471410501227,"[[-0.3436625003814697, -0.12544943392276764], [0.1787519007921219, -0.38019248843193054], [0.33377787470817566, -0.06384632736444473], [-0.18491458892822266, 0.19333136081695557]]",[-0.00401183 -0.09403922],-26.2130104042413
0.20624999701976776,-0.18125000596046448,0.0,-0.2617993877991498,-0.10000000000000007,-0.17320508075688767,0.04765364743044714,"[[-0.3525626063346863, -0.14208532869815826], [0.18172277510166168, -0.37217071652412415], [0.3198152184486389, -0.05628187954425812], [-0.20510517060756683, 0.18164460361003876]]",[-0.01403245 -0.09722333],-23.897884140234396
0.20624999701976776,-0.18125000596046448,0.0,-0.7853981633974485,-0.10000000000000007,-0.17320508075688767,0.09245922350649532,"[[-0.33510494232177734, -0.11644922941923141], [0.18106187880039215, -0.397797554731369], [0.34641480445861816, -0.08386740833520889], [-0.1633751392364502, 0.1974225640296936]]",[ 0.00724915 -0.10017291],-28.601936152221867
0.20624999701976776,-0.18125000596046448,0.0,-0.5235987755982991,-0.051763809020504134,-0.19318516525781368,0.02997072000358915,"[[-0.30117228627204895, -0.15226319432258606], [0.23955123126506805, -0.3956104815006256], [0.380382776260376, -0.07871335744857788], [-0.1470802277326584, 0.17160747945308685]]",[ 0.04292037 -0.11374489],-24.780196907707786
0.20624999701976776,-0.18125000596046448,0.0,-0.2617993877991498,-0.051763809020504134,-0.19318516525781368,0.03662856388687556,"[[-0.31387361884117126, -0.17752987146377563], [0.23231562972068787, -0.3863959014415741], [0.35760051012039185, -0.06509281694889069], [-0.17668592929840088, 0.15139642357826233]]",[ 0.02483915 -0.11940554],-21.622125827088112
0.20624999701976776,-0.18125000596046448,0.0,-0.7853981633974485,-0.051763809020504134,-0.19318516525781368,0.10053435435367418,"[[-0.2934720516204834, -0.14400409162044525], [0.2231341004371643, -0.4150841534137726], [0.39085152745246887, -0.09740935266017914], [-0.12809646129608154, 0.17438095808029175]]",[ 0.04810428 -0.12052916],-27.658166884304702
0.20624999701976776,-0.18125000596046448,0.0,-0.2617993877991498,-3.6739403974420595e-17,-0.2,0.02212351272406055,"[[-0.2684057354927063, -0.20829053223133087], [0.2881191670894623, -0.3922785818576813], [0.3973463773727417, -0.057747941464185715], [-0.15446822345256805, 0.12901699542999268]]",[ 0.0656479  -0.13232502],-18.462896807107608
