cp_id,trans_x,trans_y,rot,deformation
5,0.5,0.0,-0.7853981633974483,0.018938237116887018
5,0.5,0.0,-1.0471975511965976,0.026827256422776443
5,0.5,0.0,-1.3089969389957472,0.051350759652944715
5,0.48296291314453416,0.12940952255126037,-0.7853981633974483,0.021297328068659856
5,0.48296291314453416,0.12940952255126037,-0.5235987755982988,0.02549738957331731
5,0.48296291314453416,0.12940952255126037,-1.0471975511965976,0.043848388671875
5,0.43301270189221935,0.24999999999999997,-0.5235987755982988,0.01653343200683594
5,0.43301270189221935,0.24999999999999997,-0.2617993877991494,0.02986536114032452
5,0.43301270189221935,0.24999999999999997,-0.7853981633974483,0.03672235107421875
5,0.3535533905932738,0.35355339059327373,-0.2617993877991494,0.01423810049203726
5,0.3535533905932738,0.35355339059327373,-0.5235987755982988,0.030460493821364183
5,0.3535533905932738,0.35355339059327373,0.0,0.0349285653921274
5,0.25000000000000006,0.4330127018922193,0.0,0.014254974365234376
5,0.25000000000000006,0.4330127018922193,-0.2617993877991494,0.021918053260216345
5,0.25000000000000006,0.4330127018922193,0.2617993877991494,0.03663042273888221
5,0.12940952255126037,0.48296291314453416,0.2617993877991494,0.01559362088716947
5,0.12940952255126037,0.48296291314453416,0.0,0.01692835411658654
5,0.12940952255126037,0.48296291314453416,-0.2617993877991494,0.037029052734375
5,3.061616997868383e-17,0.5,0.2617993877991494,0.013177895179161658
5,3.061616997868383e-17,0.5,0.5235987755982988,0.02265187424879808
5,3.061616997868383e-17,0.5,0.0,0.030594205416165865
5,-0.12940952255126043,0.48296291314453416,0.5235987755982988,0.011754109309269832
5,-0.12940952255126043,0.48296291314453416,0.2617993877991494,0.024582430326021636
5,-0.12940952255126043,0.48296291314453416,0.7853981633974483,0.026576570951021634
5,-0.2499999999999999,0.43301270189221935,0.7853981633974483,0.013959125225360577
5,-0.2499999999999999,0.43301270189221935,0.5235987755982988,0.023190596360426682
5,-0.2499999999999999,0.43301270189221935,1.0471975511965976,0.032846304086538464
5,-0.35355339059327373,0.3535533905932738,1.0471975511965976,0.01901672598031851
5,-0.35355339059327373,0.3535533905932738,0.7853981633974483,0.019357857337364785
5,-0.35355339059327373,0.3535533905932738,1.3089969389957472,0.040186636117788464
5,-0.43301270189221935,0.24999999999999997,1.0471975511965976,0.01719723628117488
5,-0.43301270189221935,0.24999999999999997,1.3089969389957472,0.028092947152944713
5,-0.43301270189221935,0.24999999999999997,0.7853981633974483,0.04005391751802884
5,-0.4829629131445341,0.1294095225512605,1.3089969389957472,0.02673969444861779
5,-0.4829629131445341,0.1294095225512605,1.0471975511965976,0.03553562575120192
5,-0.4829629131445341,0.1294095225512605,1.5707963267948966,0.03583599853515625
5,-0.5,6.123233995736766e-17,1.3089969389957472,0.04052604792668269
5,-0.5,6.123233995736766e-17,1.5707963267948966,0.042672621506911056
5,-0.5,6.123233995736766e-17,1.0471975511965976,0.05506527944711539
7,0.5,0.0,-1.3089969389957472,0.019385691716120795
7,0.5,0.0,-1.0471975511965976,0.025731478177584133
7,0.5,0.0,-1.5707963267948966,0.048439969576322114
7,0.48296291314453416,0.12940952255126037,-1.0471975511965976,0.011196314885066106
7,0.48296291314453416,0.12940952255126037,-1.3089969389957472,0.026324681208683896
7,0.48296291314453416,0.12940952255126037,-0.7853981633974483,0.030767657940204328
7,0.43301270189221935,0.24999999999999997,-0.7853981633974483,0.014516762366661658
7,0.43301270189221935,0.24999999999999997,-1.0471975511965976,0.018054021982046274
7,0.43301270189221935,0.24999999999999997,-0.5235987755982988,0.03921727107121394
7,0.3535533905932738,0.35355339059327373,-0.7853981633974483,0.012867137028620794
7,0.3535533905932738,0.35355339059327373,-0.5235987755982988,0.01855774395282452
7,0.3535533905932738,0.35355339059327373,-1.0471975511965976,0.041654869666466345
7,0.25000000000000006,0.4330127018922193,-0.5235987755982988,0.010703357403094952
7,0.25000000000000006,0.4330127018922193,-0.2617993877991494,0.02128917518028846
7,0.25000000000000006,0.4330127018922193,-0.7853981633974483,0.033805516169621394
7,0.12940952255126037,0.48296291314453416,-0.2617993877991494,0.010114185039813702
7,0.12940952255126037,0.48296291314453416,0.0,0.023723543607271635
7,0.12940952255126037,0.48296291314453416,-0.5235987755982988,0.027699575570913463
7,3.061616997868383e-17,0.5,0.0,0.010738863431490385
7,3.061616997868383e-17,0.5,-0.2617993877991494,0.022829204852764424
7,3.061616997868383e-17,0.5,0.2617993877991494,0.026361825796274038
7,-0.12940952255126043,0.48296291314453416,0.2617993877991494,0.012910202026367187
7,-0.12940952255126043,0.48296291314453416,0.0,0.018653002225435696
7,-0.12940952255126043,0.48296291314453416,0.5235987755982988,0.03152302433894231
