push_x,push_y,push_ori,trans_x,trans_y,rot,deformation
-0.23125000298023224,-0.18125000596046448,3.141592653589793,0.2,0.0,-0.2617993877991494,0.014968776787954394
-0.23125000298023224,-0.18125000596046448,3.141592653589793,0.2,0.0,0.0,0.0651290417142897
-0.23125000298023224,-0.18125000596046448,3.141592653589793,0.2,0.0,-0.5235987755982988,0.07796617792080174
-0.23125000298023224,-0.18125000596046448,3.141592653589793,0.19318516525781368,0.05176380902050415,0.0,0.03494324220492306
-0.23125000298023224,-0.18125000596046448,3.141592653589793,0.19318516525781368,0.05176380902050415,-0.2617993877991494,0.03573331807363682
-0.23125000298023224,-0.18125000596046448,3.141592653589793,0.19318516525781368,0.05176380902050415,-0.5235987755982988,0.1070313480047112
-0.23125000298023224,-0.18125000596046448,3.141592653589793,0.17320508075688776,0.09999999999999999,0.0,0.01038335141701745
-0.23125000298023224,-0.18125000596046448,3.141592653589793,0.17320508075688776,0.09999999999999999,-0.2617993877991494,0.06187023261527096
-0.23125000298023224,-0.18125000596046448,3.141592653589793,0.17320508075688776,0.09999999999999999,0.2617993877991494,0.07890986528490188
-0.23125000298023224,-0.18125000596046448,3.141592653589793,0.14142135623730953,0.1414213562373095,0.0,0.023682223208560994
-0.23125000298023224,-0.18125000596046448,3.141592653589793,0.14142135623730953,0.1414213562373095,0.2617993877991494,0.047209773204031
-0.23125000298023224,-0.18125000596046448,3.141592653589793,0.14142135623730953,0.1414213562373095,-0.2617993877991494,0.09124752592551294
-0.23125000298023224,-0.18125000596046448,3.141592653589793,0.10000000000000003,0.17320508075688773,0.2617993877991494,0.021166446355705703
-0.23125000298023224,-0.18125000596046448,3.141592653589793,0.10000000000000003,0.17320508075688773,0.0,0.04712220599457794
-0.23125000298023224,-0.18125000596046448,3.141592653589793,0.10000000000000003,0.17320508075688773,0.5235987755982988,0.09541433778434434
-0.23125000298023224,-0.18125000596046448,3.141592653589793,0.05176380902050415,0.19318516525781368,0.2617993877991494,0.012105865886868588
-0.23125000298023224,-0.18125000596046448,3.141592653589793,0.05176380902050415,0.19318516525781368,0.5235987755982988,0.06892100188691737
-0.23125000298023224,-0.18125000596046448,3.141592653589793,0.05176380902050415,0.19318516525781368,0.0,0.07316676198532282
