cp_id,trans_x,trans_y,rot,deformation
0,0.5,0.0,-1.3089969389957472,0.006286575998130597
0,0.5,0.0,-1.5707963267948966,0.025356355466340717
0,0.5,0.0,-1.0471975511965976,0.0372150508981002
0,0.48296291314453416,0.12940952255126037,-1.0471975511965976,0.005374673557908912
0,0.48296291314453416,0.12940952255126037,-1.3089969389957472,0.019246490378128856
0,0.48296291314453416,0.12940952255126037,-1.5707963267948966,0.03963771619294819
0,0.43301270189221935,0.24999999999999997,-1.0471975511965976,0.01327592134475708
0,0.43301270189221935,0.24999999999999997,-0.7853981633974483,0.01536963801634939
0,0.43301270189221935,0.24999999999999997,-1.3089969389957472,0.032691121101379395
0,0.3535533905932738,0.35355339059327373,-0.7853981633974483,0.007795122893233048
0,0.3535533905932738,0.35355339059327373,-0.5235987755982988,0.024533921166470175
0,0.3535533905932738,0.35355339059327373,-1.0471975511965976,0.02596466949111537
0,0.25000000000000006,0.4330127018922193,-0.5235987755982988,0.003001135822973753
0,0.25000000000000006,0.4330127018922193,-0.7853981633974483,0.01993446287355925
0,0.25000000000000006,0.4330127018922193,-0.2617993877991494,0.03192011619869031
0,0.12940952255126037,0.48296291314453416,-0.2617993877991494,0.0049231754321801035
0,0.12940952255126037,0.48296291314453416,-0.5235987755982988,0.01425772277932418
0,0.12940952255126037,0.48296291314453416,-0.7853981633974483,0.03617134847139057
0,3.061616997868383e-17,0.5,-0.2617993877991494,0.00876169298824511
0,3.061616997868383e-17,0.5,0.0,0.010545180816399423
0,3.061616997868383e-17,0.5,-0.5235987755982988,0.029059284611752157
0,-0.12940952255126043,0.48296291314453416,0.0,0.004024223669579155
0,-0.12940952255126043,0.48296291314453416,0.2617993877991494,0.016696785625658538
0,-0.12940952255126043,0.48296291314453416,-0.2617993877991494,0.022214271520313463
0,-0.2499999999999999,0.43301270189221935,0.2617993877991494,0.004166401530566968
0,-0.2499999999999999,0.43301270189221935,0.0,0.015787725385866667
0,-0.2499999999999999,0.43301270189221935,0.5235987755982988,0.023253028330050017
0,-0.35355339059327373,0.3535533905932738,0.5235987755982988,0.009087248852378443
0,-0.35355339059327373,0.3535533905932738,0.2617993877991494,0.009797726806841399
0,-0.35355339059327373,0.3535533905932738,0.7853981633974483,0.031108649153458446
0,-0.43301270189221935,0.24999999999999997,0.5235987755982988,0.004559775716380069
0,-0.43301270189221935,0.24999999999999997,0.7853981633974483,0.01481043351323981
0,-0.43301270189221935,0.24999999999999997,0.2617993877991494,0.03501474229913009
0,-0.4829629131445341,0.1294095225512605,0.7853981633974483,0.003344647194209852
0,-0.4829629131445341,0.1294095225512605,1.0471975511965976,0.020777818403745953
0,-0.4829629131445341,0.1294095225512605,0.5235987755982988,0.027288245527367843
0,-0.5,6.123233995736766e-17,1.0471975511965976,0.008508693230779548
0,-0.5,6.123233995736766e-17,0.7853981633974483,0.018502705975582723
0,-0.5,6.123233995736766e-17,1.3089969389957472,0.027092861501794113
1,0.5,0.0,-1.0471975511965976,0.006109262767590974
1,0.5,0.0,-1.3089969389957472,0.013899597682450948
1,0.5,0.0,-1.5707963267948966,0.02957277548940558
1,0.48296291314453416,0.12940952255126037,-1.0471975511965976,0.009082551065244172
1,0.48296291314453416,0.12940952255126037,-0.7853981633974483,0.01564318255374306
1,0.48296291314453416,0.12940952255126037,-1.3089969389957472,0.02478331641147011
1,0.43301270189221935,0.24999999999999997,-0.7853981633974483,0.0047401821142748785
