push_x,push_y,push_ori,rot,trans_x,trans_y,deformation,result_points
-0.23125000298023224,-0.18125000596046448,0.0,-1.5707963267948966,-0.7687499970197678,-0.8187499940395355,0.3876326766001338,"[[-0.992546796798706, -0.92509526014328], [-0.5287932753562927, -1.0490853786468506], [-0.5542653799057007, -0.6896150708198547], [-1.018196940422058, -0.7047607898712158]]"
-0.23125000298023224,-0.18125000596046448,0.0,-1.3089969389957472,-0.7687499970197678,-0.8187499940395355,0.3381064095952275,"[[-1.007663369178772, -0.9254565834999084], [-0.5180854201316833, -1.028759241104126], [-0.5479772686958313, -0.6696397662162781], [-0.9564791917800903, -0.68812096118927]]"
-0.23125000298023224,-0.18125000596046448,0.0,-1.0471975511965979,-0.7687499970197678,-0.8187499940395355,0.28996092007694024,"[[-1.024452567100525, -0.9314491748809814], [-0.5082807540893555, -1.0119763612747192], [-0.538608968257904, -0.6529881358146667], [-0.9946113228797913, -0.675983190536499]]"
-0.23125000298023224,-0.18125000596046448,0.0,-0.7853981633974485,-0.7687499970197678,-0.8187499940395355,0.23419863507749777,"[[-1.0389784574508667, -0.9407290816307068], [-0.49812597036361694, -0.997774600982666], [-0.5294177532196045, -0.6387990117073059], [-1.0406386852264404, -0.6708588600158691]]"
-0.23125000298023224,-0.18125000596046448,0.0,-0.5235987755982991,-0.7687499970197678,-0.8187499940395355,0.16544542270085302,"[[-1.051287293434143, -0.9541791081428528], [-0.49431273341178894, -0.9646216630935669], [-0.5412806868553162, -0.6074057221412659], [-0.9757195711135864, -0.6475878357887268]]"
-0.23125000298023224,-0.18125000596046448,0.0,-0.2617993877991498,-0.7687499970197678,-0.8187499940395355,0.1007716128700658,"[[-1.0579718351364136, -0.9690229892730713], [-0.4909284710884094, -0.9681306481361389], [-0.5250017046928406, -0.6094967126846313], [-1.021267294883728, -0.6407454609870911]]"
-0.23125000298023224,-0.18125000596046448,0.0,-4.440892098500626e-16,-0.7687499970197678,-0.8187499940395355,0.041866137107284235,"[[-1.0602710247039795, -0.9851769804954529], [-0.4948919117450714, -0.9419214725494385], [-0.5373790264129639, -0.5843607783317566], [-1.0770928859710693, -0.6427798271179199]]"
-0.23125000298023224,-0.18125000596046448,0.0,0.2617993877991489,-0.7687499970197678,-0.8187499940395355,0.02010883668190023,"[[-1.0586987733840942, -1.001754879951477], [-0.5069950222969055, -0.9002631902694702], [-0.5731560587882996, -0.5462145209312439], [-1.118407130241394, -0.6556845903396606]]"
-0.23125000298023224,-0.18125000596046448,0.0,0.5235987755982983,-0.7687499970197678,-0.8187499940395355,0.077579364215126,"[[-1.0540754795074463, -1.0167871713638306], [-0.5232710242271423, -0.8727937340736389], [-0.6032660007476807, -0.5215359926223755], [-1.1517503261566162, -0.679568886756897]]"
-0.23125000298023224,-0.18125000596046448,0.0,0.7853981633974474,-0.7687499970197678,-0.8187499940395355,0.14522503623996433,"[[-1.0460447072982788, -1.0297311544418335], [-0.540136456489563, -0.8492439389228821], [-0.6344220638275146, -0.5040473937988281], [-1.125576138496399, -0.6898605823516846]]"
-0.23125000298023224,-0.18125000596046448,0.0,1.047197551196597,-0.7687499970197678,-0.8187499940395355,0.21031604123689787,"[[-1.0367876291275024, -1.0405173301696777], [-0.5543696284294128, -0.8289458155632019], [-0.6573753356933594, -0.49200940132141113], [-1.1327828168869019, -0.7026849389076233]]"
-0.23125000298023224,-0.18125000596046448,0.0,1.3089969389957465,-0.7687499970197678,-0.8187499940395355,0.27446885802297055,"[[-1.0258878469467163, -1.0486470460891724], [-0.5642540454864502, -0.8351803421974182], [-0.6652553677558899, -0.4980207681655884], [-1.1667994260787964, -0.7250934839248657]]"
0.0,-0.18125000596046448,0.0,-1.5707963267948966,-1.0,-0.8187499940395355,0.09262181332236842,"[[-1.0508525371551514, -0.7122905850410461], [-0.8445034623146057, -1.2424590587615967], [-0.5646938681602478, -1.0180535316467285], [-0.694536030292511, -0.6632829308509827]]"
0.0,-0.18125000596046448,0.0,-1.3089969389957472,-1.0,-0.8187499940395355,0.06618435644444134,"[[-1.0838401317596436, -0.7171497344970703], [-0.7993596792221069, -1.211633563041687], [-0.5658752918243408, -0.9385229349136353], [-0.7367579340934753, -0.623643159866333]]"
0.0,-0.18125000596046448,0.0,-1.0471975511965979,-1.0,-0.8187499940395355,0.058866491666550516,"[[-1.119707465171814, -0.7282530665397644], [-0.7675393223762512, -1.1759798526763916], [-0.569503664970398, -0.8760920763015747], [-0.7795056700706482, -0.6065826416015625]]"
0.0,-0.18125000596046448,0.0,-0.7853981633974485,-1.0,-0.8187499940395355,0.05722581657525368,"[[-1.1474049091339111, -0.7425860166549683], [-0.7439078688621521, -1.144404411315918], [-0.5832106471061707, -0.8229160904884338], [-0.8168619871139526, -0.5994007587432861]]"
0.0,-0.18125000596046448,0.0,-0.5235987755982991,-1.0,-0.8187499940395355,0.06038287500522692,"[[-1.178470492362976, -0.766740083694458], [-0.725533127784729, -1.103528380393982], [-0.6124345064163208, -0.7634673118591309], [-0.8638695478439331, -0.5934022068977356]]"
